SMILES,chembl_pxr_pchembl
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,5.0
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,4.8
COC(=O)c1cc(Cn2cc(-c3c(-c4ccc(Cl)cc4)nc4ccccn34)nn2)ccc1Cl,5.0
COC(=O)c1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1C,5.8
COC(=O)c1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1Cl,5.72
COC(=O)c1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1OC,5.555
COC(=O)c1ccc(S(=O)(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1,5.06
COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,6.04
COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,4.5
COC1(c2nnc3c(Oc4cccc(Cl)c4C)cccn23)CCCCCC1,6.82
COC12CC3CC(C1)CC(c1nnc4c(Oc5cccc(Cl)c5C)cccn14)(C3)C2,6.82
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,4.92
COCC(=O)N1CCC(C(=O)N2C[C@@H](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)[C@@](C)(c3ccc(F)cc3)C2)CC1,5.81
COCC(=O)Nc1cc(Sc2ccccc2)ccc1N=C(NC(=O)OC)NC(=O)OC,4.9
COCC(Nc1nnc(-c2ccc(OC)cc2)o1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,5.52
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,4.96
COCCN(c1ccc([Si](C)(C)O)cc1)S(=O)(=O)c1ccccc1,5.38
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,6.18
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,6.11
COC[C@H](Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)c1ccccc1,6.38
COCc1cc(Cn2cc(-c3c(-c4ccc(Cl)cc4)nc4ccccn34)nn2)ccc1Cl,5.36
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,5.405
CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,4.8
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(=O)c(c5oc6cccc(OCCCCN7CCN(C(=O)Cn8ccnc8)CC7)c6nc-5c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,5.26
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,5.85
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,4.9
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,5.525
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,5.17
COc1cc(-c2cccnc2)ccc1-c1nnc(C2(c3ccc(Cl)cc3)CCC2)n1C,5.34
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1Br,6.1899999999999995
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C,6.26
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C#N,6.2
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C(C)=O,6.175
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1C(C)C,6.025
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1Cl,6.135
COc1cc(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c(OC)cc1F,5.7
COc1cc(/C=C2\CCCN3C2=NO[C@H](c2cc(F)cc(F)c2)[C@@H]3C)ccc1-n1cnc(C)c1,4.82
COc1cc(/C=N/NC(=O)c2cccc(NC(=O)c3ccccc3)c2)ccc1O,4.12
COc1cc(Br)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.775
COc1cc(Br)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.24
COc1cc(C#N)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.8
COc1cc(C#N)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.0
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,5.06
COc1cc(C(C)=O)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.85
COc1cc(C(C)=O)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.58
COc1cc(C(C)C)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.890000000000001
COc1cc(C(C)C)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.855
COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,5.01
COc1cc(C)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.035
COc1cc(C)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.92
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,4.9399999999999995
COc1cc(Cl)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.1
COc1cc(Cl)c(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.145
COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,5.41
COc1cc(F)c(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.1899999999999995
COc1cc(NC(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc(C(C)(C)C)c1,6.3
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,4.57
COc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1C,6.09
COc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1Cl,6.465
COc1cc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)cc1OC,5.9350000000000005
COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,6.58
COc1cc2c(cc1NC(=O)Nc1ccc(C)cc1)oc1ccccc12,4.0
COc1cc2c(cc1OC)C(C(C(=O)N(CCc1ccc(OC)c(OC)c1OC)CCc1ccc(OC)c(OC)c1OC)c1ccccc1)=NCC2.Cl,5.15
COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,5.44
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,4.58
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,4.7
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccccc3F)c2)cc1C(=O)O,5.25
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,4.59
COc1ccc(-c2oc3ccc(N4CCOCC4)cc3c2C#Cc2ccc(N)cc2)cc1,4.02
COc1ccc(/C=N/Nc2nc3ccccc3[nH]2)cc1OC,4.17
COc1ccc(Br)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.62
COc1ccc(C#N)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.4
COc1ccc(C(C)(C)C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.47
COc1ccc(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,5.58
COc1ccc(C(F)(F)F)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.195
COc1ccc(C(N)=O)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.785
COc1ccc(C)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,5.925
COc1ccc(C)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,6.2
COc1ccc(C)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,6.005
COc1ccc(C)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,5.9
COc1ccc(C)cc1-n1cc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nn1,6.22
COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.9
COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C#N,6.74
COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C(C)=O,6.4399999999999995
COc1ccc(C)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1N,6.55
COc1ccc(C2CNC(=O)OC2(C)C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,5.7
COc1ccc(CNC(=O)N2C[C@@H](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)[C@@](C)(c3ccc(F)cc3)C2)cc1,6.72
COc1ccc(CO)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,5.85
COc1ccc(Cl)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,6.175
COc1ccc(Cl)cc1-c1nc(C)c(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,6.1899999999999995
COc1ccc(Cl)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)[nH]1,6.165
COc1ccc(Cl)cc1-c1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)n1C,6.09
COc1ccc(Cl)cc1-n1cc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)nn1,6.11
COc1ccc(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.57
COc1ccc(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C#N,7.154999999999999
COc1ccc(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C(C)=O,6.550000000000001
COc1ccc(Cl)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1N,6.3
COc1ccc(F)c([C@H](C)Nc2cc(F)c(S(=O)(=O)Nc3cscn3)c(F)c2)c1,5.61
COc1ccc(F)c([C@H](C)Nc2cc(F)c(S(=O)(=O)Nc3cscn3)cc2Cl)c1,5.78
COc1ccc(F)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.4
COc1ccc(OC)c(-c2nc(C)c(S(=O)(=O)c3ccc(C(C)(C)C)cc3)[nH]2)c1,5.46
COc1ccc(OC)c(-c2nc(C)c(S(=O)(=O)c3ccc(C(C)(C)C)cc3)n2C)c1,5.8
COc1ccc(OC)c(-c2ncc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)[nH]2)c1,5.835
COc1ccc(OC)c(-c2ncc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)n2C)c1,5.5
COc1ccc(OC)c(-n2cc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)nn2)c1,5.85
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(-c4ccccc4)cc(C(C)(C)C)c3)c2C)c1,7.385
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(-c4nnn[nH]4)cc(C(C)(C)C)c3)c2C)c1,5.145
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(B4OC(C)(C)C(C)(C)O4)cc(C(C)(C)C)c3)c2C)c1,5.8
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(Br)cc(C(C)(C)C)c3)c2C)c1,6.85
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C#N)cc(C(C)(C)C)c3)c2C)c1,6.58
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)cc(C(C)(C)C)c3)c2C)c1,6.82
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3N)c2C)c1,6.05
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3NC(=O)OC(C)(C)C)c2C)c1,6.44
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3NC(C)=O)c2C)c1,5.75
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3O)c2C)c1,5.64
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OC)c2C)c1,5.855
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCC#N)c2C)c1,5.89
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCC(C)C)c2C)c1,7.38
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCCCO)c2C)c1,5.47
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCCN(C)C)c2C)c1,5.05
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCCN3CCOCC3)c2C)c1,5.19
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCN(C)C)c2C)c1,5.77
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCN3CCN(C)CC3)c2C)c1,5.08
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(C(C)(C)C)ccc3OCCN3CCOCC3)c2C)c1,5.85
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(N(C)C)cc(C(C)(C)C)c3)c2C)c1,6.57
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(N)cc(C(C)(C)C)c3)c2C)c1,5.52
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cc(O)cc(C(C)(C)C)c3)c2C)c1,5.7
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(C(C)(C)C)cc3)c2C)c1,5.195
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(N(C)C)c(C(C)(C)C)c3)c2C)c1,6.24
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(N)c(C(C)(C)C)c3)c2C)c1,5.97
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(NC(C)=O)c(C(C)(C)C)c3)c2C)c1,5.725
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(O)c(C(C)(C)C)c3)c2C)c1,6.07
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccc(OC)c(C(C)(C)C)c3)c2C)c1,5.77
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(-n4cccc4)c3)c2C)c1,5.85
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(C(C)(C)C)c3)c2C)c1,6.19
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(C(C)C)c3)c2C)c1,5.52
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(C)c3)c2C)c1,5.21
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(N(C)C)c3)c2C)c1,4.98
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(N4CCCC4)c3)c2C)c1,5.06
COc1ccc(OC)c(-n2nnc(C(=O)Nc3cccc(N4CCCCC4)c3)c2C)c1,4.805
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccccc3)c2C)c1,4.6
COc1ccc(OC)c(-n2nnc(C(=O)Nc3ccccc3C(C)(C)C)c2C)c1,5.53
COc1ccc(OC)c(-n2nnc(C(=O)Nc3nc4ccccc4n3C)c2C)c1,4.99
COc1ccc(OC)c(-n2nnc(S(=O)(=O)Cc3ccccc3)c2C)c1,5.734999999999999
COc1ccc(OC)c(-n2nnc(S(=O)(=O)Nc3ccc(C(C)(C)C)cc3)c2C)c1,6.68
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C#N)c1,6.52
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C(C)=O)c1,5.9399999999999995
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C)c1,6.72
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c2N)c1,6.37
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)O)cc3)c2C)c1,5.04
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C(C)(C)OC)cc3)c2C)c1,5.64
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(C)cc3)c2C)c1,5.55
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(Cl)cc3)c2C)c1,5.68
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(N)cc3)c2C)c1,5.23
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccc(O)cc3)c2C)c1,4.88
COc1ccc(OC)c(-n2nnc(S(=O)(=O)c3ccccc3)c2C)c1,5.65
COc1ccc(S(=O)(=O)c2nnn(-c3cc(OC)ccc3OC)c2C)cc1,5.65
COc1ccc([C@@H](C)O)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.16
COc1ccc([C@H](C)O)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.04
COc1ccc([C@H]2CCC(=O)N[C@@H]2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,6.52
COc1ccc([C@H]2OC(=O)N[C@@H]2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,4.89
COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,4.83
COc1ccc2c(c1)C1CC1(C(=O)N1C3CC1CN(Cc1ccccc1)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,5.7
COc1ccc2c(c1)C1CC1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,6.0
COc1ccc2c(c1)C1CC1(C(=O)N1C3CCC1CNC3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,5.05
COc1ccc2c(c1)C1CC1(C(=O)N1CC3CCC(C1)N3C)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,5.52
COc1ccc2c(c1)C1CC1(C(=O)N1CC3CCC(C1)O3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,6.22
COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,4.77
COc1cccc(-c2nc3ccccc3c(=S)[nH]2)c1,6.07
COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,5.96
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,5.03
COc1ccccc1-c1cc2cc(C(C)(C)C(=O)NC(C)(C)C)ccc2n1CC(=O)NC(C)(C)C,6.13
COc1ccccc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C,6.1
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,4.89
COc1ccccc1Nc1nc(NCCO)nc(N)c1[N+](=O)[O-],4.75
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,5.025
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,4.975
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,4.93
CS(=O)(=O)C1CCC(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,5.75
CS(=O)(=O)c1cc(C#N)ccc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,5.08
CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,5.37
CS(=O)(=O)c1ccc(C#N)cc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,5.3
CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(C(F)(F)F)c1,5.55
CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(Cl)c1,4.97
CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(F)c1,5.17
CS(=O)(=O)c1ccc(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c(OC(F)(F)F)c1,5.77
CS(=O)(=O)c1ccc(Cl)c(C(=O)N2CCC(N(C3CC3)S(=O)(=O)c3cccc(C(F)(F)F)c3)CC2)c1,5.57
CS(=O)(=O)c1ccc(F)cc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,6.37
CS(=O)(=O)c1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,6.16
C[C@@H](O[C@H]1CN2C(=O)CC[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,5.32
C[C@@H](O[C@H]1CN2C(=O)[C@H]3C[C@@H](O)C[C@H]3[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,5.35
C[C@@H](O[C@H]1CN2C(=O)[C@H]3C[C@@](C)(O)C[C@H]3[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,5.08
C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,5.16
C[C@@H]1CCCCN1c1cc(-c2ccccc2O)nnc1N,5.7
C[C@@H]1CCCN1c1cc(-c2ccccc2O)nnc1N,5.37
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,4.52
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,4.5
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,6.01
C[C@@]1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CN(C(=O)NCc2ccccc2)C[C@@H]1c1ccccc1,7.22
C[C@@]1(c2ccc(F)cc2)CN(C(=O)NCc2ccccc2)C[C@@H]1c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.33
C[C@H](CCCOS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])C[C@]4(C)[C@H]3CC[C@]12C.[Na+].[Na+].[Na+],5.28
C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,4.81
C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1)c1cc(C#N)ccc1F,6.2
C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1)c1ccccc1F,6.6
C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl)c1cc(F)ccc1F,6.4
C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)c1ccc(F)cc1F,6.38
C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)c1cccnc1,5.52
C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1,4.99
C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1N)[C@@H](C(N)=O)c1ccccc1,5.32
C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1O)[C@@H](C(N)=O)c1ccccc1,4.92
C[C@H]1CCCCN1c1cc(-c2ccccc2O)nnc1N,5.5600000000000005
C[C@H]1CCCCN1c1cc(-c2ccco2)nnc1N,4.9399999999999995
