SMILES,chembl_pxr_pchembl
O=C(N/N=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)c1cncc(Br)c1,4.03
O=C(N1CCOCC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,5.9
O=C(NC(=S)Nc1ccc(F)c(Cl)c1)C1CC1,4.22
O=C(NC1CCCC1)c1cc2c(ccc3ccccc32)o1,4.1
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,4.8
O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC2)c1c(F)cccc1F,5.32
O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CCC2)c1c(F)cccc1Cl,6.09
O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CCC2)c1c(F)cccc1F,5.96
O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CCC2)c1ccccc1Cl,6.03
O=C(Nc1ccc2c(c1)ncn2Cc1ccccc1)Nc1ccccc1Cl,5.84
O=C(Nc1ccccc1OC(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.17
O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cc(F)cc(OC(F)F)c4)ccc3O2)CCOCC1,4.89
O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cc(F)cc(OC(F)F)c4)ccc3O2)COC1,5.26
O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cc(F)ccc4F)ccc3O2)COC1,4.75
O=C(O)CCCC[C@@H]1CCSS1,5.55
O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2cccnc2)n1,5.0
O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(/C=C/c3c(Cl)cccc3C(F)(F)F)ccc2O1,5.7
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,4.7
O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1,5.7
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(Cl)cc3)C2)CC1,5.19
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4Cl)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,6.2
O=C(O)[C@H]1CC[C@](F)(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,4.97
O=C(O)c1cc(O)c2c3nc4ccccc4oc-3cc(=O)c2n1,4.57
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,4.93
O=C1/C(=C\c2cccs2)CCC/C1=C/c1cccs1,4.975
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,4.54
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,4.7
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,5.2
O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,4.6
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,4.75
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,4.5
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,4.72
O=C1OC[C@@H]2[C@H](CO1)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,5.15
O=C1c2nc3ccccc3n2CCN1CCCCOc1ccc(OC(F)(F)F)cc1,5.11
O=S(=O)(Cc1ccccc1Cl)Nc1ccc2c(c1)ncn2Cc1ccccc1,6.75
O=S(=O)(Cc1ccccc1Cl)Nc1ccc2c(ccn2Cc2ccccc2)c1,6.71
O=S(=O)(Cc1ccccc1Cl)Nc1ccc2ncn(Cc3ccccc3)c2c1,6.42
O=S(=O)(Nc1ccc2c(c1)ncn2-c1ccc2ccccc2c1)c1ccccc1Cl,6.42
O=S(=O)(Nc1ccc2c(c1)ncn2Cc1ccccc1)c1ccc(-c2ccccc2)cc1,6.41
O=S(=O)(Nc1ccc2c(c1)ncn2Cc1ccccc1)c1ccc2ccccc2c1,7.29
O=S(=O)(Nc1ccc2c(c1)ncn2Cc1ccccc1)c1cccc2ccccc12,7.7
O=S(=O)(Nc1ccc2c(c1)ncn2Cc1ccccc1)c1ccccc1Br,7.7
O=S(=O)(Nc1ccc2c(c1)ncn2Cc1ccccc1)c1ccccc1Cl,7.22
O=S(=O)(Nc1ccc2c(c1)ncn2Cc1ccccc1)c1ccccc1F,7.0
O=S(=O)(Nc1ccc2ncn(Cc3ccccc3)c2c1)c1ccccc1Cl,6.47
O=S(=O)(Nc1cscn1)c1cc(Cl)c(NCc2c(F)cccc2CN2CCC2)cc1F,5.51
O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F,4.8
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(Cl)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.64
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.0
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,8.0
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.33
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.11
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3-c3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,5.84
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3Cl)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.33
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.2
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3OC(F)(F)F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,5.89
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(Oc3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,6.69
O=S(=O)(c1ccc(F)cc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,6.715
O=S(=O)(c1ccc(F)cc1)N1CCCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,7.6
O=S(=O)(c1ccc(F)cc1)N1CCSc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,7.7
O=S(=O)(c1ccc(F)cc1)[C@@]1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCNC1,6.36
O=S(=O)(c1ccc(F)cc1)[C@]1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCNC1,6.28
O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C#Cc2ccccc2)C(F)(F)F)cc1,6.1
O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc1,7.85
O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,7.44
O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C2CCCCC2)C(F)(F)F)cc1,8.05
O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(CC(F)(F)F)C(F)(F)F)cc1,6.75
O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(c2ccccc2)C(F)(F)F)cc1,7.5
O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)C(F)(F)F)cc1,5.5
O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(CO)cc1,5.05
O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc3c(c2)ncn3Cc2ccccc2)cc1,6.47
O=[N+]([O-])c1ccccc1CS(=O)(=O)Nc1ccc2c(c1)ncn2Cc1ccccc1,6.37
O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1ccc2c(c1)ncn2Cc1ccccc1,6.57
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,4.66
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,5.46
O=c1c(C2=Nc3ccccc3S(=O)(=O)N2)c(O)c2cc(F)ccc2n1CCC1CC1,5.28
O=c1ccn2c(-c3ccc(F)cc3F)cccc2c1-c1c(F)cccc1F,5.48
O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,4.92
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,4.595000000000001
OC(c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12)C1CC1,4.32
OCC(S)CS,4.8
OCCCc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,4.6
OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,4.72
OCc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,4.6
O[C@H](c1ccccn1)C1(c2ccc(OC(F)(F)F)cc2)CC(F)(F)C1,5.24
Oc1c(Cl)cc(Cl)c2cccnc12,4.4
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,5.45
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,4.87
Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,5.8
Oc1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,5.58
[2H]C([2H])([2H])N(C(=O)c1c(Cl)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1N1CC2CC2C1,6.3
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1N1CC2CC2C1,5.0
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1N1CCCC1,6.1
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C2CC2)cc1N1CC2CC2C1,6.05
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C2CCCC2)cc1N1CC2CC2C1,6.3
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2CC2CC2)cc1N1CC2CC2C1,5.06
[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ncc(-c2cc(NC(C)=O)nn2C(C)C)cc1N1CC2CC2C1,5.89
c1cc([C@@H]2Nc3c(ccc4c3CCCC4)[C@@H]3OCC[C@H]23)cs1,5.46
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,4.94
c1ccc(Nc2nc(-c3ccccn3)cs2)cc1,4.13
